strategy_date,training_date,analysis_window,learned_rule,fast_score,fast_level,next_session_plan,fit_reasons,rank,code,name,push_level,emotion_score,day_return_pct,pre5_return_pct,market_regime,market_1d_pct,market_5d_pct,market_price_date,market_lag_days,market_source,relative_1d_pct,relative_5d_pct,market_adjustment,close_position,volume_ratio_5,dist_ma20_pct,consecutive_days,rank_change,capture_type,snapshot_time,reasons,risks,strategy_version
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,60.48,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；命中近样本强势上榜阶段；近5日涨幅落在近期胜出区间；收盘承接不弱于近期胜出样本；相对大盘偏强,45,000993,闽东电力,不推送,29.95,4.23,33.79,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,4.76,32.34,4.0,0.883,0.82,58.13,8,-42.0,post_close,2026-09-23 15:00:00,人气Top50；当日上涨；收盘承接较强；温和放量；近5日强势延续；持续霸榜；震荡市里保持相对强势；震荡市里承接未失控；v4多头排列技术加分,短线涨幅偏高；远离20日线过多；热度可能进入后段；人气排名明显回落；v4乖离率过大；v4远离短中期均线,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,58.19,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；命中近样本强势排名段；命中近样本强势上榜阶段；近5日涨幅落在近期胜出区间；风险项扣分；相对大盘偏强,17,000725,京东方A,不推送,29.3,0.33,10.46,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,0.86,9.01,4.0,0.094,0.9,5.38,89,17.0,post_close,2026-09-23 15:00:00,人气Top20；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升；震荡市里保持相对强势,收盘承接偏弱；热度可能进入后段；上影线偏长；v4长上影承接转弱；v4正涨但收盘承接一般,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,56.28,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；相对大盘偏强,37,600415,小商品城,不推送,47.3,6.72,17.66,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,7.25,16.21,4.0,0.663,1.82,12.18,1,11.0,post_close,2026-09-23 15:00:00,人气Top50；当日上涨；放量仍可控；近5日趋势升温；站上20日线且不过热；人气排名明显上升；震荡市里保持相对强势；v4多头排列技术加分；v4沿短均线抬升,v4乖离率过大；v4远离短中期均线,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,54.49,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；命中近样本强势上榜阶段；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；相对大盘偏强,85,600410,华胜天成,不推送,16.65,0.38,7.69,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,0.91,6.24,4.0,0.224,1.54,10.22,9,-59.0,post_close,2026-09-23 15:00:00,温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；震荡市里保持相对强势；v4多头排列技术加分,收盘承接偏弱；热度可能进入后段；人气排名明显回落；后段人气股在偏弱环境里更谨慎；v4短线偏离MA5过多；v4长上影承接转弱；v4正涨但收盘承接一般,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,53.13,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；近5日涨幅落在近期胜出区间；收盘承接不弱于近期胜出样本；相对大盘偏强,70,001696,宗申动力,不推送,40.3,5.19,8.36,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,5.72,6.91,4.0,0.833,3.05,2.97,1,19.0,post_close,2026-09-23 15:00:00,当日上涨；收盘承接较强；近5日趋势升温；站上20日线且不过热；人气排名明显上升；震荡市里保持相对强势；震荡市里承接未失控,后段人气股在偏弱环境里更谨慎；v4短线偏离MA5过多,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,51.28,优先观察,放入第一观察池，等待回落承接或人气继续上升。,命中近样本强势层级；命中近样本强势排名段；近5日涨幅落在近期胜出区间；相对大盘偏强,8,002636,金安国纪,不推送,27.3,-3.44,11.57,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,-2.91,10.12,4.0,0.095,0.69,5.18,2,1.0,post_close,2026-09-23 15:00:00,人气Top10；近5日趋势升温；站上20日线且不过热；连续上榜确认；震荡市里保持相对强势,当日转弱；收盘承接偏弱；v4长上影承接转弱,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,49.88,优先观察,放入第一观察池，等待回落承接或人气继续上升。,情绪分达近期强势线；收盘承接不弱于近期胜出样本；相对大盘偏强,39,002463,沪电股份,观察池,61.95,10.0,-1.81,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,10.53,-3.26,4.0,1.0,1.95,2.6,1,59.0,post_close,2026-09-23 15:00:00,人气Top50；当日涨停附近；收在日内高位；放量仍可控；站上20日线且不过热；人气排名明显上升；震荡市里保持相对强势；震荡市里承接未失控,近5日趋势未确认；v4短线偏离MA5过多；涨停封板不可买,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,48.59,备选观察,只在板块和人气共振时考虑，避免追高。,命中近样本强势层级；命中近样本强势上榜阶段；近5日涨幅落在近期胜出区间；相对大盘偏强,25,000066,中国长城,不推送,21.3,-4.6,7.0,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,-4.07,5.55,4.0,0.079,2.06,4.93,3,-19.0,post_close,2026-09-23 15:00:00,人气Top50；放量仍可控；近5日趋势升温；站上20日线且不过热；连续上榜确认；震荡市里保持相对强势,当日转弱；收盘承接偏弱；v4趋势未转强且热度偏后,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,48.19,备选观察,只在板块和人气共振时考虑，避免追高。,命中近样本强势层级；量比落在近期胜出区间；收盘承接不弱于近期胜出样本；相对大盘偏强,82,600367,红星发展,不推送,29.3,5.68,-21.47,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,6.21,-22.92,4.0,0.953,1.59,-32.06,1,-12.0,post_close,2026-09-23 15:00:00,当日上涨；收在日内高位；温和放量；震荡市里保持相对强势；震荡市里承接未失控,近5日趋势未确认；仍在20日线下方；后段人气股在偏弱环境里更谨慎,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,47.74,备选观察,只在板块和人气共振时考虑，避免追高。,命中近样本强势层级；命中近样本强势上榜阶段；近5日涨幅落在近期胜出区间；收盘承接不弱于近期胜出样本；相对大盘偏强,93,002080,中材科技,不推送,1.65,-0.12,27.95,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,0.41,26.5,4.0,0.712,0.81,11.46,5,-52.0,post_close,2026-09-23 15:00:00,温和放量；近5日强势延续；站上20日线且不过热；持续霸榜；震荡市里保持相对强势,当日转弱；短线涨幅偏高；热度可能进入后段；人气排名明显回落；后段人气股在偏弱环境里更谨慎；v4短线偏离MA5过多；v4远离短中期均线；v4趋势未转强且热度偏后,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,47.44,备选观察,只在板块和人气共振时考虑，避免追高。,命中近样本强势层级；量比落在近期胜出区间；收盘承接不弱于近期胜出样本；相对大盘偏强,54,000978,桂林旅游,不推送,27.65,4.89,-15.3,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,5.42,-16.75,4.0,0.724,1.33,9.61,1,-19.0,post_close,2026-09-23 15:00:00,当日上涨；温和放量；站上20日线且不过热；震荡市里保持相对强势,近5日趋势未确认；后段人气股在偏弱环境里更谨慎,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,46.38,备选观察,只在板块和人气共振时考虑，避免追高。,命中近样本强势层级；量比落在近期胜出区间；收盘承接不弱于近期胜出样本；相对大盘偏强,83,600110,诺德股份,不推送,25.3,4.24,-23.06,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,4.77,-24.51,4.0,0.977,1.48,-29.72,1,-36.0,post_close,2026-09-23 15:00:00,当日上涨；收在日内高位；温和放量；震荡市里保持相对强势；震荡市里承接未失控,近5日趋势未确认；仍在20日线下方；人气排名明显回落；后段人气股在偏弱环境里更谨慎,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,45.19,备选观察,只在板块和人气共振时考虑，避免追高。,命中近样本强势上榜阶段；近5日涨幅落在近期胜出区间；收盘承接不弱于近期胜出样本；相对大盘偏强,73,603629,利通电子,观察池,29.3,10.0,5.58,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,10.53,4.13,4.0,1.0,0.35,0.48,9,-28.0,post_close,2026-09-23 15:00:00,当日涨停附近；收在日内高位；近5日趋势升温；站上20日线且不过热；持续霸榜；震荡市里保持相对强势；震荡市里承接未失控,量能不足；热度可能进入后段；人气排名明显回落；后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线；v4趋势未转强且热度偏后；涨停封板不可买,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,45.0,备选观察,只在板块和人气共振时考虑，避免追高。,命中近样本强势层级；命中近样本强势排名段；命中近样本强势上榜阶段；近5日涨幅落在近期胜出区间；风险项扣分；相对大盘偏强,6,600664,哈药股份,不推送,0.0,2.4,33.18,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,2.93,31.73,4.0,0.327,1.16,55.73,51,-1.0,post_close,2026-09-23 15:00:00,人气Top10；温和放量；近5日强势延续；持续霸榜；震荡市里保持相对强势；v4多头排列技术加分,收盘承接偏弱；短线涨幅偏高；远离20日线过多；热度可能进入后段；上影线偏长；v4乖离率过大；v4远离短中期均线；v4长上影承接转弱；v4正涨但收盘承接一般,v4
2026-09-23,2026-09-16,2026-09-16 -> 2026-09-23,近样本强势阈值10%，偏好推送层级=不推送，排名段=Top10、Top20，上榜阶段=连续第3天、连续4天及以上，情绪分不低于50。 低层级强势反哺：不推送6只: 市场强势且个股相对强势、温和放量、当日上涨、持续霸榜。,43.53,只看不追,当前只做跟踪样本，等下一次滚动复盘验证。,命中近样本强势上榜阶段；近5日涨幅落在近期胜出区间；收盘承接不弱于近期胜出样本；风险项扣分；相对大盘偏强,47,000560,我爱我家,观察池,38.95,9.97,45.66,震荡,-0.53,1.45,2026-09-23,0,common_index_cache,10.5,44.21,4.0,1.0,0.84,28.92,4,-18.0,post_close,2026-09-23 15:00:00,人气Top50；当日涨停附近；收在日内高位；温和放量；连续上榜确认；震荡市里保持相对强势；震荡市里承接未失控,短线涨幅过热；偏离20日线较大；v4乖离率过大；v4远离短中期均线；v4趋势未转强且热度偏后；涨停封板不可买,v4
